username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,Sentiment_Label
Wulanda94104964,Wed May 15 22:58:21 +0000 2024,Presiden terpilih prabowo subianto tegas nyatakan sikap akan lanjutkan pembagunan IKN https://t.co/YnSwXGSzyR,Presiden terpilih prabowo subianto tegas nyatakan sikap akan lanjutkan pembagunan IKN ,presiden terpilih prabowo subianto tegas nyatakan sikap akan lanjutkan pembagunan ikn,"['presiden', 'terpilih', 'prabowo', 'subianto', 'tegas', 'nyatakan', 'sikap', 'akan', 'lanjutkan', 'pembagunan', 'ikn']","['presiden', 'terpilih', 'prabowo', 'subianto', 'nyatakan', 'sikap', 'lanjutkan', 'pembagunan', 'ikn']","['presiden', 'terpilih', 'prabowo', 'subianto', 'nyatakan', 'sikap', 'lanjutkan', 'pembagunan', 'ikn']",Neutral
Harian_Jogja,Wed May 15 22:57:09 +0000 2024,Prabowo: Memindahkan Ibu Kota ke IKN Harus dengan Sumber Daya Dalam Negeri https://t.co/Nu3XnPtueE #beritajogja #jogja #jogjaistimewa https://t.co/Y3IaqaS9ir,Prabowo Memindahkan Ibu Kota ke IKN Harus dengan Sumber Daya Dalam Negeri     ,prabowo memindahkan ibu kota ke ikn harus dengan sumber daya dalam negeri,"['prabowo', 'memindahkan', 'ibu', 'kota', 'ke', 'ikn', 'harus', 'dengan', 'sumber', 'daya', 'dalam', 'negeri']","['prabowo', 'memindahkan', 'kota', 'ikn', 'sumber', 'daya', 'negeri']","['prabowo', 'memindahkan', 'kota', 'ikn', 'sumber', 'daya', 'negeri']",Neutral
KangTebe3,Wed May 15 22:55:33 +0000 2024,@PelatihT1dur Yang ketawa gue keluarin dari grup, Yang ketawa gue keluarin dari grup,yang ketawa gue keluarin dari grup,"['yang', 'ketawa', 'gue', 'keluarin', 'dari', 'grup']","['ketawa', 'gue', 'keluarin', 'grup']","['ketawa', 'gue', 'keluarin', 'grup']",Neutral
Bisniscom,Wed May 15 22:51:10 +0000 2024,GE Vernova Ikut Berpartisipasi Ciptakan Listrik Bersih di IKN https://t.co/cqGnwtanbQ,GE Vernova Ikut Berpartisipasi Ciptakan Listrik Bersih di IKN ,ge vernova ikut berpartisipasi ciptakan listrik bersih di ikn,"['ge', 'vernova', 'ikut', 'berpartisipasi', 'ciptakan', 'listrik', 'bersih', 'di', 'ikn']","['ge', 'vernova', 'berpartisipasi', 'ciptakan', 'listrik', 'bersih', 'ikn']","['ge', 'vernova', 'berpartisipasi', 'ciptakan', 'listrik', 'bersih', 'ikn']",Neutral
palingteguh,Wed May 15 22:48:47 +0000 2024,@tanyarlfes Gak mungkin gratis semua PTN. Orang negara maju kayak Jerman aja yg katanya kuliahnya gratis tuh ada biaya nya loh kalo gak salah 30 apa 300 euro per semester tapi itu udah mencakup buat transportasi kantin dll *cmiiw Indo negara berflower makan gratis mau dijalanin IKN, Gak mungkin gratis semua PTN Orang negara maju kayak Jerman aja yg katanya kuliahnya gratis tuh ada biaya nya loh kalo gak salah 30 apa 300 euro per semester tapi itu udah mencakup buat transportasi kantin dll cmiiw Indo negara berflower makan gratis mau dijalanin IKN,gak mungkin gratis semua ptn orang negara maju kayak jerman aja yg katanya kuliahnya gratis tuh ada biaya nya loh kalo gak salah apa euro per semester tapi itu udah mencakup buat transportasi kantin dll cmiiw indo negara berflower makan gratis mau dijalanin ikn,"['gak', 'mungkin', 'gratis', 'semua', 'ptn', 'orang', 'negara', 'maju', 'kayak', 'jerman', 'aja', 'yg', 'katanya', 'kuliahnya', 'gratis', 'tuh', 'ada', 'biaya', 'nya', 'loh', 'kalo', 'gak', 'salah', 'apa', 'euro', 'per', 'semester', 'tapi', 'itu', 'udah', 'mencakup', 'buat', 'transportasi', 'kantin', 'dll', 'cmiiw', 'indo', 'negara', 'berflower', 'makan', 'gratis', 'mau', 'dijalanin', 'ikn']","['gak', 'gratis', 'ptn', 'orang', 'negara', 'maju', 'kayak', 'jerman', 'aja', 'yg', 'kuliahnya', 'gratis', 'tuh', 'biaya', 'nya', 'loh', 'kalo', 'gak', 'salah', 'euro', 'semester', 'udah', 'mencakup', 'transportasi', 'kantin', 'dll', 'cmiiw', 'indo', 'negara', 'berflower', 'makan', 'gratis', 'dijalanin', 'ikn']","['gak', 'gratis', 'ptn', 'orang', 'negara', 'maju', 'kayak', 'jerman', 'aja', 'yg', 'kuliahnya', 'gratis', 'tuh', 'biaya', 'nya', 'loh', 'kalo', 'gak', 'salah', 'euro', 'semester', 'udah', 'mencakup', 'transportasi', 'kantin', 'dll', 'cmiiw', 'indo', 'negara', 'berflower', 'makan', 'gratis', 'dijalanin', 'ikn']",Neutral
Rfadlis1,Wed May 15 22:46:28 +0000 2024,Anies-Cak Imin ternyata yg benar dgn program Perubahan Kaji ulang IKN. Tapi buzer Prabowo antipati krn melawan berkelanjutannya Jokowi. https://t.co/3IqWXGbCZ8,AniesCak Imin ternyata yg benar dgn program Perubahan Kaji ulang IKN Tapi buzer Prabowo antipati krn melawan berkelanjutannya Jokowi ,aniescak imin ternyata yg benar dgn program perubahan kaji ulang ikn tapi buzer prabowo antipati krn melawan berkelanjutannya jokowi,"['aniescak', 'imin', 'ternyata', 'yg', 'benar', 'dgn', 'program', 'perubahan', 'kaji', 'ulang', 'ikn', 'tapi', 'buzer', 'prabowo', 'antipati', 'krn', 'melawan', 'berkelanjutannya', 'jokowi']","['aniescak', 'imin', 'yg', 'dgn', 'program', 'perubahan', 'kaji', 'ulang', 'ikn', 'buzer', 'prabowo', 'antipati', 'krn', 'melawan', 'berkelanjutannya', 'jokowi']","['aniescak', 'imin', 'yg', 'dgn', 'program', 'perubahan', 'kaji', 'ulang', 'ikn', 'buzer', 'prabowo', 'antipati', 'krn', 'melawan', 'berkelanjutannya', 'jokowi']",Neutral
nayhuangsgf,Wed May 15 22:41:29 +0000 2024,@tanyarlfes yang kebutuhan primer itu ikn doang , yang kebutuhan primer itu ikn doang ,yang kebutuhan primer itu ikn doang,"['yang', 'kebutuhan', 'primer', 'itu', 'ikn', 'doang']","['kebutuhan', 'primer', 'ikn', 'doang']","['kebutuhan', 'primer', 'ikn', 'doang']",Neutral
Mitadwiku,Wed May 15 22:41:15 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad sulsel makassar https://t.co/rfldu4TTSt,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad sulsel makassar ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad sulsel makassar,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulsel', 'makassar']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulsel', 'makassar']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulsel', 'makassar']",Neutral
Beren009988197,Wed May 15 22:39:59 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad sulteng palu https://t.co/xBYy9IA5EK,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad sulteng palu ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad sulteng palu,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulteng', 'palu']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulteng', 'palu']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulteng', 'palu']",Neutral
Nomahbirashn,Wed May 15 22:39:15 +0000 2024,Nilai investasi di Balikpapan meningkat pesat berkat pembangunan IKN Nusantara https://t.co/bDrX2wFLbl,Nilai investasi di Balikpapan meningkat pesat berkat pembangunan IKN Nusantara ,nilai investasi di balikpapan meningkat pesat berkat pembangunan ikn nusantara,"['nilai', 'investasi', 'di', 'balikpapan', 'meningkat', 'pesat', 'berkat', 'pembangunan', 'ikn', 'nusantara']","['nilai', 'investasi', 'balikpapan', 'meningkat', 'pesat', 'berkat', 'pembangunan', 'ikn', 'nusantara']","['nilai', 'investasi', 'balikpapan', 'meningkat', 'pesat', 'berkat', 'pembangunan', 'ikn', 'nusantara']",Neutral
Aelya1870183265,Wed May 15 22:38:33 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad surabaya jatim https://t.co/tr0Wpqt2ob,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad surabaya jatim ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad surabaya jatim,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'surabaya', 'jatim']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'surabaya', 'jatim']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'surabaya', 'jatim']",Neutral
vernandouda,Wed May 15 22:36:40 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad sumbar padang https://t.co/RsrEMKNXtH,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad sumbar padang ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad sumbar padang,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sumbar', 'padang']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sumbar', 'padang']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sumbar', 'padang']",Neutral
Mardini444222,Wed May 15 22:34:00 +0000 2024,@el4n9bint4n9 Mantap... Bisa dipakai Modal bikin IKN., Mantap Bisa dipakai Modal bikin IKN,mantap bisa dipakai modal bikin ikn,"['mantap', 'bisa', 'dipakai', 'modal', 'bikin', 'ikn']","['mantap', 'dipakai', 'modal', 'bikin', 'ikn']","['mantap', 'dipakai', 'modal', 'bikin', 'ikn']",Neutral
gemasulawesi,Wed May 15 22:31:52 +0000 2024,Prabowo Subianto menilai jika modal utama dalam memindahkan dan membangun IKN harus berasal dari sumber daya dalam negeri. #prabowosubianto #IKN #MenteriPertahanan https://t.co/LWLCcfs8wn,Prabowo Subianto menilai jika modal utama dalam memindahkan dan membangun IKN harus berasal dari sumber daya dalam negeri    ,prabowo subianto menilai jika modal utama dalam memindahkan dan membangun ikn harus berasal dari sumber daya dalam negeri,"['prabowo', 'subianto', 'menilai', 'jika', 'modal', 'utama', 'dalam', 'memindahkan', 'dan', 'membangun', 'ikn', 'harus', 'berasal', 'dari', 'sumber', 'daya', 'dalam', 'negeri']","['prabowo', 'subianto', 'menilai', 'modal', 'utama', 'memindahkan', 'membangun', 'ikn', 'berasal', 'sumber', 'daya', 'negeri']","['prabowo', 'subianto', 'menilai', 'modal', 'utama', 'memindahkan', 'membangun', 'ikn', 'berasal', 'sumber', 'daya', 'negeri']",Neutral
Kanseulir,Wed May 15 22:28:06 +0000 2024,Jika Jakarta Masih Berstatus Ibukota Lalu Status IKN Apa? Ibukota Nanti.. https://t.co/90Go5Fl0Z5,Jika Jakarta Masih Berstatus Ibukota Lalu Status IKN Apa Ibukota Nanti ,jika jakarta masih berstatus ibukota lalu status ikn apa ibukota nanti,"['jika', 'jakarta', 'masih', 'berstatus', 'ibukota', 'lalu', 'status', 'ikn', 'apa', 'ibukota', 'nanti']","['jakarta', 'berstatus', 'ibukota', 'status', 'ikn', 'ibukota']","['jakarta', 'berstatus', 'ibukota', 'status', 'ikn', 'ibukota']",Neutral
exoxe85,Wed May 15 22:25:26 +0000 2024,@aniesbaswedan demi sukses nya perubahan 2029 pak @aniesbaswedan harus menjadi gubernur jakarta kita tunjukan pak bahwa jakarta lebih ramah di bandingkan ikn., demi sukses nya perubahan 2029 pak  harus menjadi gubernur jakarta kita tunjukan pak bahwa jakarta lebih ramah di bandingkan ikn,demi sukses nya perubahan pak harus menjadi gubernur jakarta kita tunjukan pak bahwa jakarta lebih ramah di bandingkan ikn,"['demi', 'sukses', 'nya', 'perubahan', 'pak', 'harus', 'menjadi', 'gubernur', 'jakarta', 'kita', 'tunjukan', 'pak', 'bahwa', 'jakarta', 'lebih', 'ramah', 'di', 'bandingkan', 'ikn']","['sukses', 'nya', 'perubahan', 'gubernur', 'jakarta', 'tunjukan', 'jakarta', 'ramah', 'bandingkan', 'ikn']","['sukses', 'nya', 'perubahan', 'gubernur', 'jakarta', 'tunjukan', 'jakarta', 'ramah', 'bandingkan', 'ikn']",Neutral
draba_laudra88,Wed May 15 22:20:05 +0000 2024,@AsepWitoko Gak guna itu IKN ini lebih penting. @jokowi @AgusYudhoyono @prabowo @erickthohir, Gak guna itu IKN ini lebih penting    ,gak guna itu ikn ini lebih penting,"['gak', 'guna', 'itu', 'ikn', 'ini', 'lebih', 'penting']","['gak', 'ikn']","['gak', 'ikn']",Neutral
Tokek15785868,Wed May 15 22:19:45 +0000 2024,@psi_id @grace_nat Melok...ke IKN..yA?,  Melokke IKNyA,melokke iknya,"['melokke', 'iknya']","['melokke', 'iknya']","['melokke', 'iknya']",Neutral
AchmadGandut,Wed May 15 22:15:56 +0000 2024,Waspada dan Hati2 Terhadap Makhluk2 Ghoib Penunggu Istana di Alas IKN Kalau Ketemu Gunakan BPJS KRiS Untuk MenampolNya,Waspada dan Hati2 Terhadap Makhluk2 Ghoib Penunggu Istana di Alas IKN Kalau Ketemu Gunakan BPJS KRiS Untuk MenampolNya,waspada dan hati terhadap makhluk ghoib penunggu istana di alas ikn kalau ketemu gunakan bpjs kris untuk menampolnya,"['waspada', 'dan', 'hati', 'terhadap', 'makhluk', 'ghoib', 'penunggu', 'istana', 'di', 'alas', 'ikn', 'kalau', 'ketemu', 'gunakan', 'bpjs', 'kris', 'untuk', 'menampolnya']","['waspada', 'hati', 'makhluk', 'ghoib', 'penunggu', 'istana', 'alas', 'ikn', 'ketemu', 'bpjs', 'kris', 'menampolnya']","['waspada', 'hati', 'makhluk', 'ghoib', 'penunggu', 'istana', 'ala', 'ikn', 'ketemu', 'bpjs', 'kris', 'menampolnya']",Neutral
luckyhuzky,Wed May 15 22:12:33 +0000 2024,@UGM_FESS monitoring pembangunan proyek IKN, monitoring pembangunan proyek IKN,monitoring pembangunan proyek ikn,"['monitoring', 'pembangunan', 'proyek', 'ikn']","['monitoring', 'pembangunan', 'proyek', 'ikn']","['monitoring', 'pembangunan', 'proyek', 'ikn']",Neutral
bapakayammmm,Wed May 15 22:12:00 +0000 2024,@noviantiekasari Disuruh pindah ke IKN ya maneh no?, Disuruh pindah ke IKN ya maneh no,disuruh pindah ke ikn ya maneh no,"['disuruh', 'pindah', 'ke', 'ikn', 'ya', 'maneh', 'no']","['disuruh', 'pindah', 'ikn', 'ya', 'maneh', 'no']","['disuruh', 'pindah', 'ikn', 'ya', 'maneh', 'no']",Neutral
kalotwdiem,Wed May 15 21:58:30 +0000 2024,Atur2 aja. Yg padat nnti IKN. Kalo IKN diguncang gempa jg pd rubuh semua itu bangunan.,Atur2 aja Yg padat nnti IKN Kalo IKN diguncang gempa jg pd rubuh semua itu bangunan,atur aja yg padat nnti ikn kalo ikn diguncang gempa jg pd rubuh semua itu bangunan,"['atur', 'aja', 'yg', 'padat', 'nnti', 'ikn', 'kalo', 'ikn', 'diguncang', 'gempa', 'jg', 'pd', 'rubuh', 'semua', 'itu', 'bangunan']","['atur', 'aja', 'yg', 'padat', 'nnti', 'ikn', 'kalo', 'ikn', 'diguncang', 'gempa', 'jg', 'pd', 'rubuh', 'bangunan']","['atur', 'aja', 'yg', 'padat', 'nnti', 'ikn', 'kalo', 'ikn', 'diguncang', 'gempa', 'jg', 'pd', 'rubuh', 'bangunan']",Neutral
Sri_nuryantiK,Wed May 15 21:49:47 +0000 2024,@Mdy_Asmara1701 Untuk DKI kayanya g apa apa karena DKI kan levelnya udah nasional. lagian banyak yg blum selesai ketika d tinggal pak anies. Dan orang orang itu udah pada di IKN g banyak yg recokin., Untuk DKI kayanya g apa apa karena DKI kan levelnya udah nasional lagian banyak yg blum selesai ketika d tinggal pak anies Dan orang orang itu udah pada di IKN g banyak yg recokin,untuk dki kayanya g apa apa karena dki kan levelnya udah nasional lagian banyak yg blum selesai ketika d tinggal pak anies dan orang orang itu udah pada di ikn g banyak yg recokin,"['untuk', 'dki', 'kayanya', 'g', 'apa', 'apa', 'karena', 'dki', 'kan', 'levelnya', 'udah', 'nasional', 'lagian', 'banyak', 'yg', 'blum', 'selesai', 'ketika', 'd', 'tinggal', 'pak', 'anies', 'dan', 'orang', 'orang', 'itu', 'udah', 'pada', 'di', 'ikn', 'g', 'banyak', 'yg', 'recokin']","['dki', 'kayanya', 'g', 'dki', 'levelnya', 'udah', 'nasional', 'yg', 'blum', 'selesai', 'd', 'tinggal', 'anies', 'orang', 'orang', 'udah', 'ikn', 'g', 'yg', 'recokin']","['dki', 'kayanya', 'g', 'dki', 'levelnya', 'udah', 'nasional', 'yg', 'blum', 'selesai', 'd', 'tinggal', 'anies', 'orang', 'orang', 'udah', 'ikn', 'g', 'yg', 'recokin']",Neutral
NanaLeonyy1,Wed May 15 21:39:27 +0000 2024,Balikpapan Berkembang! Dengan IKN Nusantara investasi di Balikpapan melonjak drastis. Kota ini menjadi magnet bagi investor dan pelaku bisnis nasional maupun internasional. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/3GgsAhy2oz,Balikpapan Berkembang Dengan IKN Nusantara investasi di Balikpapan melonjak drastis Kota ini menjadi magnet bagi investor dan pelaku bisnis nasional maupun internasional    ,balikpapan berkembang dengan ikn nusantara investasi di balikpapan melonjak drastis kota ini menjadi magnet bagi investor dan pelaku bisnis nasional maupun internasional,"['balikpapan', 'berkembang', 'dengan', 'ikn', 'nusantara', 'investasi', 'di', 'balikpapan', 'melonjak', 'drastis', 'kota', 'ini', 'menjadi', 'magnet', 'bagi', 'investor', 'dan', 'pelaku', 'bisnis', 'nasional', 'maupun', 'internasional']","['balikpapan', 'berkembang', 'ikn', 'nusantara', 'investasi', 'balikpapan', 'melonjak', 'drastis', 'kota', 'magnet', 'investor', 'pelaku', 'bisnis', 'nasional', 'internasional']","['balikpapan', 'berkembang', 'ikn', 'nusantara', 'investasi', 'balikpapan', 'melonjak', 'drastis', 'kota', 'magnet', 'investor', 'pelaku', 'bisnis', 'nasional', 'internasional']",Neutral
afiyahm_,Wed May 15 21:30:33 +0000 2024,@itsquaileggs Soalnya kebutuhan primernya ikn sm makan siang bang, Soalnya kebutuhan primernya ikn sm makan siang bang,soalnya kebutuhan primernya ikn sm makan siang bang,"['soalnya', 'kebutuhan', 'primernya', 'ikn', 'sm', 'makan', 'siang', 'bang']","['kebutuhan', 'primernya', 'ikn', 'sm', 'makan', 'siang', 'bang']","['kebutuhan', 'primernya', 'ikn', 'sm', 'makan', 'siang', 'bang']",Neutral
RagilKusuma89,Wed May 15 21:26:24 +0000 2024,@DrEvaChaniago Efek mabuk IKN nya @jokowi ini! Ngga punya duit banyak gaya., Efek mabuk IKN nya  ini Ngga punya duit banyak gaya,efek mabuk ikn nya ini ngga punya duit banyak gaya,"['efek', 'mabuk', 'ikn', 'nya', 'ini', 'ngga', 'punya', 'duit', 'banyak', 'gaya']","['efek', 'mabuk', 'ikn', 'nya', 'ngga', 'duit', 'gaya']","['efek', 'mabuk', 'ikn', 'nya', 'ngga', 'duit', 'gaya']",Neutral
dakuy_iskandar,Wed May 15 21:25:01 +0000 2024,Tapi ikn primer,Tapi ikn primer,tapi ikn primer,"['tapi', 'ikn', 'primer']","['ikn', 'primer']","['ikn', 'primer']",Neutral
taegurl_,Wed May 15 21:18:00 +0000 2024,1. Bkal banyak korupnya 2. Hrus ada ilmunya which is pake scientist ahli waste management tpi bkal banyak yg ditunggangi politik 3. Males ngluarin duid buat bginian. Mnding buat bangun fk dan proyek ikn 4. Emng gamau maju aja sih,1 Bkal banyak korupnya 2 Hrus ada ilmunya which is pake scientist ahli waste management tpi bkal banyak yg ditunggangi politik 3 Males ngluarin duid buat bginian Mnding buat bangun fk dan proyek ikn 4 Emng gamau maju aja sih,bkal banyak korupnya hrus ada ilmunya which is pake scientist ahli waste management tpi bkal banyak yg ditunggangi politik males ngluarin duid buat bginian mnding buat bangun fk dan proyek ikn emng gamau maju aja sih,"['bkal', 'banyak', 'korupnya', 'hrus', 'ada', 'ilmunya', 'which', 'is', 'pake', 'scientist', 'ahli', 'waste', 'management', 'tpi', 'bkal', 'banyak', 'yg', 'ditunggangi', 'politik', 'males', 'ngluarin', 'duid', 'buat', 'bginian', 'mnding', 'buat', 'bangun', 'fk', 'dan', 'proyek', 'ikn', 'emng', 'gamau', 'maju', 'aja', 'sih']","['bkal', 'korupnya', 'hrus', 'ilmunya', 'which', 'is', 'pake', 'scientist', 'ahli', 'waste', 'management', 'tpi', 'bkal', 'yg', 'ditunggangi', 'politik', 'males', 'ngluarin', 'duid', 'bginian', 'mnding', 'bangun', 'fk', 'proyek', 'ikn', 'emng', 'gamau', 'maju', 'aja', 'sih']","['bkal', 'korupnya', 'hrus', 'ilmunya', 'which', 'be', 'pake', 'scientist', 'ahli', 'waste', 'management', 'tpi', 'bkal', 'yg', 'ditunggangi', 'politik', 'male', 'ngluarin', 'duid', 'bginian', 'mnding', 'bangun', 'fk', 'proyek', 'ikn', 'emng', 'gamau', 'maju', 'aja', 'sih']",Neutral
ForRezim,Wed May 15 21:16:56 +0000 2024,Ada dugaan bhw Pantai Indah Kapuk / PIK tsb ke depannya menjadi Singapura di Indonesia yg Terkait IKN ke Kalimantan. Waspada dan Stoplah aset gedung kantor dll yg di DKI Jakarta di jual pd pihak ke 3 atau pd oligarki Aseng Asing aroma komunis. Mencegah lbh baik drpd di tindas! https://t.co/AZBFhKnxpI,Ada dugaan bhw Pantai Indah Kapuk  PIK tsb ke depannya menjadi Singapura di Indonesia yg Terkait IKN ke Kalimantan Waspada dan Stoplah aset gedung kantor dll yg di DKI Jakarta di jual pd pihak ke 3 atau pd oligarki Aseng Asing aroma komunis Mencegah lbh baik drpd di tindas ,ada dugaan bhw pantai indah kapuk pik tsb ke depannya menjadi singapura di indonesia yg terkait ikn ke kalimantan waspada dan stoplah aset gedung kantor dll yg di dki jakarta di jual pd pihak ke atau pd oligarki aseng asing aroma komunis mencegah lbh baik drpd di tindas,"['ada', 'dugaan', 'bhw', 'pantai', 'indah', 'kapuk', 'pik', 'tsb', 'ke', 'depannya', 'menjadi', 'singapura', 'di', 'indonesia', 'yg', 'terkait', 'ikn', 'ke', 'kalimantan', 'waspada', 'dan', 'stoplah', 'aset', 'gedung', 'kantor', 'dll', 'yg', 'di', 'dki', 'jakarta', 'di', 'jual', 'pd', 'pihak', 'ke', 'atau', 'pd', 'oligarki', 'aseng', 'asing', 'aroma', 'komunis', 'mencegah', 'lbh', 'baik', 'drpd', 'di', 'tindas']","['dugaan', 'bhw', 'pantai', 'indah', 'kapuk', 'pik', 'tsb', 'depannya', 'singapura', 'indonesia', 'yg', 'terkait', 'ikn', 'kalimantan', 'waspada', 'stoplah', 'aset', 'gedung', 'kantor', 'dll', 'yg', 'dki', 'jakarta', 'jual', 'pd', 'pd', 'oligarki', 'aseng', 'asing', 'aroma', 'komunis', 'mencegah', 'lbh', 'drpd', 'tindas']","['dugaan', 'bhw', 'pantai', 'indah', 'kapuk', 'pik', 'tsb', 'depannya', 'singapura', 'indonesia', 'yg', 'terkait', 'ikn', 'kalimantan', 'waspada', 'stoplah', 'aset', 'gedung', 'kantor', 'dll', 'yg', 'dki', 'jakarta', 'jual', 'pd', 'pd', 'oligarki', 'aseng', 'asing', 'aroma', 'komunis', 'mencegah', 'lbh', 'drpd', 'tindas']",Neutral
