username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,processed_text,Sentiment_Label
eddybpn,Wed May 15 23:16:25 +0000 2024,Kalimantan Timur Sepakati Konsep Aglomerasi Transportasi di Daerah Penyangga IKN https://t.co/TCvBxp8xZb lewat @penasatu.com,Kalimantan Timur Sepakati Konsep Aglomerasi Transportasi di Daerah Penyangga IKN  lewat com,kalimantan timur sepakati konsep aglomerasi transportasi di daerah penyangga ikn lewat com,"['kalimantan', 'timur', 'sepakati', 'konsep', 'aglomerasi', 'transportasi', 'di', 'daerah', 'penyangga', 'ikn', 'lewat', 'com']","['kalimantan', 'timur', 'sepakati', 'konsep', 'aglomerasi', 'transportasi', 'daerah', 'penyangga', 'ikn', 'com']","['kalimantan', 'timur', 'sepakati', 'konsep', 'aglomerasi', 'transportasi', 'daerah', 'penyangga', 'ikn', 'com']",kealimadantadan timkakakakakmur sepssaiyaadangaati keodansep agkakakakakmkakakakakmumerasi tradansportasi dii diaerah pedainiyaadatidak ikedan httapis t colehtcvbxp8xzb lebuat diipedanasatkakakakakmu com,Neutral
JeblukAkun,Wed May 15 23:16:01 +0000 2024,@RagilSemar Klo skrg visi misinya bikin ikn buat kepentingan rrc...., Klo skrg visi misinya bikin ikn buat kepentingan rrc,klo skrg visi misinya bikin ikn buat kepentingan rrc,"['klo', 'skrg', 'visi', 'misinya', 'bikin', 'ikn', 'buat', 'kepentingan', 'rrc']","['klo', 'skrg', 'visi', 'misinya', 'bikin', 'ikn', 'kepentingan', 'rrc']","['klo', 'skrg', 'visi', 'misinya', 'bikin', 'ikn', 'kepentingan', 'rrc']",diiragilsemar kelkakakakakmurtertawadano skerg visi misidainiyaa bikeidan ikedan bkakakakakmuat keepedantidanjkakakakakmuragadan rrc,Positive
alexisannramos,Wed May 15 23:11:33 +0000 2024,Presiden Terpilih Prabowo Subianto Tegas nyatakan sikap akan lanjutkan pembangunan IKN. https://t.co/HlDQ9hZdJs,Presiden Terpilih Prabowo Subianto Tegas nyatakan sikap akan lanjutkan pembangunan IKN ,presiden terpilih prabowo subianto tegas nyatakan sikap akan lanjutkan pembangunan ikn,"['presiden', 'terpilih', 'prabowo', 'subianto', 'tegas', 'nyatakan', 'sikap', 'akan', 'lanjutkan', 'pembangunan', 'ikn']","['presiden', 'terpilih', 'prabowo', 'subianto', 'nyatakan', 'sikap', 'lanjutkan', 'pembangunan', 'ikn']","['presiden', 'terpilih', 'prabowo', 'subianto', 'nyatakan', 'sikap', 'lanjutkan', 'pembangunan', 'ikn']",preplyasidiedan tertapailih prabowo skakakakakmubiadanto dainiiyaaenkakakakakmulangainissaiyaadangaadan sikeapa ssaiyaadangaadan lahdanjkakakakakmuntukeadan pembakdangkakakakakmssudtertawanadan ikedan httapis t colehhldiq9hzdijs,Neutral
ZeerBad,Wed May 15 23:11:19 +0000 2024,Awalnya tuh aku mengeluh tentang transportasi umum daerahku yang gak well banget. Daripada bikin ikn yang terlalu imajinatif dan eksklusif buat kaum tertentu kenapa gak lebih memajukan kota2 kecil biar lebih enak mobilitasnya. Umr naik transum memadai gitulah paling gak ,Awalnya tuh aku mengeluh tentang transportasi umum daerahku yang gak well banget Daripada bikin ikn yang terlalu imajinatif dan eksklusif buat kaum tertentu kenapa gak lebih memajukan kota2 kecil biar lebih enak mobilitasnya Umr naik transum memadai gitulah paling gak ,awalnya tuh aku mengeluh tentang transportasi umum daerahku yang gak well banget daripada bikin ikn yang terlalu imajinatif dan eksklusif buat kaum tertentu kenapa gak lebih memajukan kota kecil biar lebih enak mobilitasnya umr naik transum memadai gitulah paling gak,"['awalnya', 'tuh', 'aku', 'mengeluh', 'tentang', 'transportasi', 'umum', 'daerahku', 'yang', 'gak', 'well', 'banget', 'daripada', 'bikin', 'ikn', 'yang', 'terlalu', 'imajinatif', 'dan', 'eksklusif', 'buat', 'kaum', 'tertentu', 'kenapa', 'gak', 'lebih', 'memajukan', 'kota', 'kecil', 'biar', 'lebih', 'enak', 'mobilitasnya', 'umr', 'naik', 'transum', 'memadai', 'gitulah', 'paling', 'gak']","['tuh', 'mengeluh', 'transportasi', 'daerahku', 'gak', 'well', 'banget', 'bikin', 'ikn', 'imajinatif', 'eksklusif', 'kaum', 'gak', 'memajukan', 'kota', 'biar', 'enak', 'mobilitasnya', 'umr', 'transum', 'memadai', 'gitulah', 'gak']","['tuh', 'mengeluh', 'transportasi', 'daerahku', 'gak', 'well', 'banget', 'bikin', 'ikn', 'imajinatif', 'eksklusif', 'kaum', 'gak', 'memajukan', 'kota', 'biar', 'enak', 'mobilitasnya', 'umr', 'transum', 'memadai', 'gitulah', 'gak']",awaldainiyaa tkakakakakmuh ssaiyaadangdikekenal sebagaimu medangkeamkakakakakmuh tedantadang tradansportasi kakakakakmumkakakakakmum diaerahsepertiakakakakmu iyaadang gssaiyaadanga well badanget diaripadiaa bikeidan ikedan iyaadang terlahlkakakakakmu imsassajaidanatif diadan ekeskelkakakakakmurtertawadanakakakakakmusif bkakakakakmuat kedikekenal sebagaimum tertedantkakakakakmu keedakenapaa gssaiyaadanga memsassajadiikekenal sebagaimukeadan keota2 keecil biar edanssaiyaadanga mdikekenal sebagaimubilitasdainiyaa kakakakakmumr danaike tradanskakakakakmum memadiaai gitkakakakakmulanganahh palidang gssaiyaadanga,Neutral
adiyustiawan,Wed May 15 23:09:58 +0000 2024,@DrEvaChaniago Pmrinth sprtiny Tau apbn bakal jebol nanggung ikn Dan maksi gratis. Makanya pengeluaran utk selainnya dibebankan sendiri k rakyat, Pmrinth sprtiny Tau apbn bakal jebol nanggung ikn Dan maksi gratis Makanya pengeluaran utk selainnya dibebankan sendiri k rakyat,pmrinth sprtiny tau apbn bakal jebol nanggung ikn dan maksi gratis makanya pengeluaran utk selainnya dibebankan sendiri k rakyat,"['pmrinth', 'sprtiny', 'tau', 'apbn', 'bakal', 'jebol', 'nanggung', 'ikn', 'dan', 'maksi', 'gratis', 'makanya', 'pengeluaran', 'utk', 'selainnya', 'dibebankan', 'sendiri', 'k', 'rakyat']","['pmrinth', 'sprtiny', 'tau', 'apbn', 'jebol', 'nanggung', 'ikn', 'maksi', 'gratis', 'pengeluaran', 'utk', 'selainnya', 'dibebankan', 'k', 'rakyat']","['pmrinth', 'sprtiny', 'tau', 'apbn', 'jebol', 'nanggung', 'ikn', 'maksi', 'gratis', 'pengeluaran', 'utk', 'selainnya', 'dibebankan', 'k', 'rakyat']",diidireplyavactertahkakakakakmuadainiago pmridanth sepertidanya tahkakakakakmu apabdan bisasaiyaadangaal jebonline danadanggkakakakakmssudtertawang ikedan diadan mssaiyaadangasi gede rasaatis mssaiyaadangaadainiyaa pedangkeamkakakakakmuaradan kakakakakmuntuke selahaidatidakainiyaa diisayaangadanakeadan sedandiiri rssaiyaadangsaiyaadangat,Neutral
Anggita_lung,Wed May 15 23:07:09 +0000 2024,Pemerintah berencana mengatur kependudukan di IKN usai pemindahan ibu kota negara dari DKI Jakarta. Hal ini diwujudkan melalui kerja sama antara Otorita IKN bersama Badan Kependudukan dan Keluarga Berencana Nasional (BKKBN).,Pemerintah berencana mengatur kependudukan di IKN usai pemindahan ibu kota negara dari DKI Jakarta Hal ini diwujudkan melalui kerja sama antara Otorita IKN bersama Badan Kependudukan dan Keluarga Berencana Nasional BKKBN,pemerintah berencana mengatur kependudukan di ikn usai pemindahan ibu kota negara dari dki jakarta hal ini diwujudkan melalui kerja sama antara otorita ikn bersama badan kependudukan dan keluarga berencana nasional bkkbn,"['pemerintah', 'berencana', 'mengatur', 'kependudukan', 'di', 'ikn', 'usai', 'pemindahan', 'ibu', 'kota', 'negara', 'dari', 'dki', 'jakarta', 'hal', 'ini', 'diwujudkan', 'melalui', 'kerja', 'sama', 'antara', 'otorita', 'ikn', 'bersama', 'badan', 'kependudukan', 'dan', 'keluarga', 'berencana', 'nasional', 'bkkbn']","['pemerintah', 'berencana', 'mengatur', 'kependudukan', 'ikn', 'pemindahan', 'kota', 'negara', 'dki', 'jakarta', 'diwujudkan', 'kerja', 'otorita', 'ikn', 'badan', 'kependudukan', 'keluarga', 'berencana', 'nasional', 'bkkbn']","['pemerintah', 'berencana', 'mengatur', 'kependudukan', 'ikn', 'pemindahan', 'kota', 'negara', 'dki', 'jakarta', 'diwujudkan', 'kerja', 'otorita', 'ikn', 'badan', 'kependudukan', 'keluarga', 'berencana', 'nasional', 'bkkbn']",pemeridantah bereplyadanbkeamkakakakakmuma medangatkakakakakmur keepedandikakakakakmssudahaikakakakakmukeadan dii ikedan kakakakakmusai pemidandiatertahkakakakakmuadan ibkakakakakmu keota daiinigara diari dikei jssaiyaadangaarta tertahkakakakakmual idaini diiwkakakakakmujkakakakakmssudahaikeadan melahlkakakakakmui keerssaja ssama adanantia otorita ikedan berssama badiaadan keepedandikakakakakmssudahaikakakakakmukeadan diadan sepertieamkakakakakmuarga bereplyadanbkeamkakakakakmuma danasiodakenal bsepertiebdan,Neutral
luthfifadhli55,Wed May 15 23:00:37 +0000 2024,@twtyudis Di ikn pula wkwkw, Di ikn pula wkwkw,di ikn pula wkwkw,"['di', 'ikn', 'pula', 'wkwkw']","['ikn', 'wkwkw']","['ikn', 'wkwkw']",diitahkakakakakmutyakakakakakmssudahaiis dii ikedan pkakakakakmulanganah wkewkew,Neutral
Wulanda94104964,Wed May 15 22:58:21 +0000 2024,Presiden terpilih prabowo subianto tegas nyatakan sikap akan lanjutkan pembagunan IKN https://t.co/YnSwXGSzyR,Presiden terpilih prabowo subianto tegas nyatakan sikap akan lanjutkan pembagunan IKN ,presiden terpilih prabowo subianto tegas nyatakan sikap akan lanjutkan pembagunan ikn,"['presiden', 'terpilih', 'prabowo', 'subianto', 'tegas', 'nyatakan', 'sikap', 'akan', 'lanjutkan', 'pembagunan', 'ikn']","['presiden', 'terpilih', 'prabowo', 'subianto', 'nyatakan', 'sikap', 'lanjutkan', 'pembagunan', 'ikn']","['presiden', 'terpilih', 'prabowo', 'subianto', 'nyatakan', 'sikap', 'lanjutkan', 'pembagunan', 'ikn']",preplyasidiedan tertapailih prabowo skakakakakmubiadanto dainiiyaaenkakakakakmulangainissaiyaadangaadan sikeapa ssaiyaadangaadan lahdanjkakakakakmuntukeadan pembakgkakakakakmssudtertawanadan ikedan httapis t colehyadanswxgszyar,Neutral
Harian_Jogja,Wed May 15 22:57:09 +0000 2024,Prabowo: Memindahkan Ibu Kota ke IKN Harus dengan Sumber Daya Dalam Negeri https://t.co/Nu3XnPtueE #beritajogja #jogja #jogjaistimewa https://t.co/Y3IaqaS9ir,Prabowo Memindahkan Ibu Kota ke IKN Harus dengan Sumber Daya Dalam Negeri     ,prabowo memindahkan ibu kota ke ikn harus dengan sumber daya dalam negeri,"['prabowo', 'memindahkan', 'ibu', 'kota', 'ke', 'ikn', 'harus', 'dengan', 'sumber', 'daya', 'dalam', 'negeri']","['prabowo', 'memindahkan', 'kota', 'ikn', 'sumber', 'daya', 'negeri']","['prabowo', 'memindahkan', 'kota', 'ikn', 'sumber', 'daya', 'negeri']",prabowo memidandiahkeadan ibkakakakakmu keota kee ikedan tertahkakakakakmuabarkakakakakmus diedanjkakakakakmuragadan skakakakakmumber disaiyaadanga dialahm daiinigeri httapis t colehdanakakakakakmu3xdanow playainbegitukakakakakmuee beripenkakakakakmulangainisassajaotidake jelahsa jotidake jelahsa jotidake jelahsaistimewa httapis t colehya3issaiyaadangaas9ir,Neutral
KangTebe3,Wed May 15 22:55:33 +0000 2024,@PelatihT1dur Yang ketawa gue keluarin dari grup, Yang ketawa gue keluarin dari grup,yang ketawa gue keluarin dari grup,"['yang', 'ketawa', 'gue', 'keluarin', 'dari', 'grup']","['ketawa', 'gue', 'keluarin', 'grup']","['ketawa', 'gue', 'keluarin', 'grup']",diipelahtiht1dikakakakakmur iyaadang keetahkakakakakmua gkakakakakmue sepertieamkakakakakmuaridan diari gede rasdikekenal sebagaimup,Neutral
Bisniscom,Wed May 15 22:51:10 +0000 2024,GE Vernova Ikut Berpartisipasi Ciptakan Listrik Bersih di IKN https://t.co/cqGnwtanbQ,GE Vernova Ikut Berpartisipasi Ciptakan Listrik Bersih di IKN ,ge vernova ikut berpartisipasi ciptakan listrik bersih di ikn,"['ge', 'vernova', 'ikut', 'berpartisipasi', 'ciptakan', 'listrik', 'bersih', 'di', 'ikn']","['ge', 'vernova', 'berpartisipasi', 'ciptakan', 'listrik', 'bersih', 'ikn']","['ge', 'vernova', 'berpartisipasi', 'ciptakan', 'listrik', 'bersih', 'ikn']",ge verdanova isepertiakakakakmut berpartisipasi cippenkakakakakmulangainissaiyaadangaadan listrike bersih dii ikedan httapis t colehcqbegidainiwtadanbq,Positive
palingteguh,Wed May 15 22:48:47 +0000 2024,@tanyarlfes Gak mungkin gratis semua PTN. Orang negara maju kayak Jerman aja yg katanya kuliahnya gratis tuh ada biaya nya loh kalo gak salah 30 apa 300 euro per semester tapi itu udah mencakup buat transportasi kantin dll *cmiiw Indo negara berflower makan gratis mau dijalanin IKN, Gak mungkin gratis semua PTN Orang negara maju kayak Jerman aja yg katanya kuliahnya gratis tuh ada biaya nya loh kalo gak salah 30 apa 300 euro per semester tapi itu udah mencakup buat transportasi kantin dll cmiiw Indo negara berflower makan gratis mau dijalanin IKN,gak mungkin gratis semua ptn orang negara maju kayak jerman aja yg katanya kuliahnya gratis tuh ada biaya nya loh kalo gak salah apa euro per semester tapi itu udah mencakup buat transportasi kantin dll cmiiw indo negara berflower makan gratis mau dijalanin ikn,"['gak', 'mungkin', 'gratis', 'semua', 'ptn', 'orang', 'negara', 'maju', 'kayak', 'jerman', 'aja', 'yg', 'katanya', 'kuliahnya', 'gratis', 'tuh', 'ada', 'biaya', 'nya', 'loh', 'kalo', 'gak', 'salah', 'apa', 'euro', 'per', 'semester', 'tapi', 'itu', 'udah', 'mencakup', 'buat', 'transportasi', 'kantin', 'dll', 'cmiiw', 'indo', 'negara', 'berflower', 'makan', 'gratis', 'mau', 'dijalanin', 'ikn']","['gak', 'gratis', 'ptn', 'orang', 'negara', 'maju', 'kayak', 'jerman', 'aja', 'yg', 'kuliahnya', 'gratis', 'tuh', 'biaya', 'nya', 'loh', 'kalo', 'gak', 'salah', 'euro', 'semester', 'udah', 'mencakup', 'transportasi', 'kantin', 'dll', 'cmiiw', 'indo', 'negara', 'berflower', 'makan', 'gratis', 'dijalanin', 'ikn']","['gak', 'gratis', 'ptn', 'orang', 'negara', 'maju', 'kayak', 'jerman', 'aja', 'yg', 'kuliahnya', 'gratis', 'tuh', 'biaya', 'nya', 'loh', 'kalo', 'gak', 'salah', 'euro', 'semester', 'udah', 'mencakup', 'transportasi', 'kantin', 'dll', 'cmiiw', 'indo', 'negara', 'berflower', 'makan', 'gratis', 'dijalanin', 'ikn']",diitadainiyaarlfes gssaiyaadanga mkakakakakmssudtertawangkeidan gede rasaatis semkakakakakmua ptadian oradang daiinigara msassajadiikekenal sebagaimu kesaiyaadangssaiyaadanga jermadan sassajaa yaang keatadainiyaa sepertiakakakakmulangainitertawadainiyaaa gede rasaatis tkakakakakmuh adiaa bisaiyaadanga dainiyaa kakakakakmkakakakakmuh kedikekenal sebagaimkakakakakmu gssaiyaadanga salahh 30 apaa 300 ekakakakakmuro semester tatapai itkakakakakmu kakakakakmssudahaiah medancssaiyaadangdikekenal sebagaimup bkakakakakmuat tradansportasi keadantidan dill correplyact me if i m wrodang idandio daiinigara berfkakakakakmkakakakakmuwer mssaiyaadangaadan gede rasaatis mdikekenal sebagaimu diissajalahdainidan ikedan,Neutral
Rfadlis1,Wed May 15 22:46:28 +0000 2024,Anies-Cak Imin ternyata yg benar dgn program Perubahan Kaji ulang IKN. Tapi buzer Prabowo antipati krn melawan berkelanjutannya Jokowi. https://t.co/3IqWXGbCZ8,AniesCak Imin ternyata yg benar dgn program Perubahan Kaji ulang IKN Tapi buzer Prabowo antipati krn melawan berkelanjutannya Jokowi ,aniescak imin ternyata yg benar dgn program perubahan kaji ulang ikn tapi buzer prabowo antipati krn melawan berkelanjutannya jokowi,"['aniescak', 'imin', 'ternyata', 'yg', 'benar', 'dgn', 'program', 'perubahan', 'kaji', 'ulang', 'ikn', 'tapi', 'buzer', 'prabowo', 'antipati', 'krn', 'melawan', 'berkelanjutannya', 'jokowi']","['aniescak', 'imin', 'yg', 'dgn', 'program', 'perubahan', 'kaji', 'ulang', 'ikn', 'buzer', 'prabowo', 'antipati', 'krn', 'melawan', 'berkelanjutannya', 'jokowi']","['aniescak', 'imin', 'yg', 'dgn', 'program', 'perubahan', 'kaji', 'ulang', 'ikn', 'buzer', 'prabowo', 'antipati', 'krn', 'melawan', 'berkelanjutannya', 'jokowi']",adaiinis cssaiyaadanga imidan terdainiyaata yaang bedanar dibegidaini profesionalgede rasaam pebarkakakakakmubatertahkakakakakmuadan kesassajai kakakakakmulanganahdang ikedan tatapai bkakakakakmuzer prabowo adantipati kerdan melahwadan berkeelahdanjkakakakakmutadatidakainiyaa jokeowi httapis t coleh3iqwxgbcz8,Neutral
nayhuangsgf,Wed May 15 22:41:29 +0000 2024,@tanyarlfes yang kebutuhan primer itu ikn doang , yang kebutuhan primer itu ikn doang ,yang kebutuhan primer itu ikn doang,"['yang', 'kebutuhan', 'primer', 'itu', 'ikn', 'doang']","['kebutuhan', 'primer', 'ikn', 'doang']","['kebutuhan', 'primer', 'ikn', 'doang']",diitadainiyaarlfes iyaadang keebkakakakakmuntukakakakakmutertahkakakakakmuadan primer itkakakakakmu ikedan dioadang,Negative
Mitadwiku,Wed May 15 22:41:15 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad sulsel makassar https://t.co/rfldu4TTSt,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad sulsel makassar ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad sulsel makassar,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulsel', 'makassar']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulsel', 'makassar']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulsel', 'makassar']",ikedan keebadantidake jelahskakakakakmuragadan badangsa medanakakakakakmujkakakakakmu idandiodaiinisia emas ikedan ikedatidakankakakakakmusadanantia idanvestasiikedan ikedanmsassajadiikekenal sebagaimukeadainidandiodaiinisia ekeodanomi prsaiyaadangforskakakakakmumbakr sadandira diewi tedan tertahkakakakakmuag samadia skakakakakmulangansel mssaiyaadangaassar httapis t colehrfldikakakakakmu4tapienkakakakakmulangainist,Neutral
Beren009988197,Wed May 15 22:39:59 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad sulteng palu https://t.co/xBYy9IA5EK,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad sulteng palu ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad sulteng palu,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulteng', 'palu']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulteng', 'palu']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sulteng', 'palu']",ikedan keebadantidake jelahskakakakakmuragadan badangsa medanakakakakakmujkakakakakmu idandiodaiinisia emas ikedan ikedatidakankakakakakmusadanantia idanvestasiikedan ikedanmsassajadiikekenal sebagaimukeadainidandiodaiinisia ekeodanomi prsaiyaadangforskakakakakmumbakr sadandira diewi tedan tertahkakakakakmuag samadia skakakakakmulangantedang palkakakakakmu httapis t colehxbyaya9ia5eke,Neutral
Nomahbirashn,Wed May 15 22:39:15 +0000 2024,Nilai investasi di Balikpapan meningkat pesat berkat pembangunan IKN Nusantara https://t.co/bDrX2wFLbl,Nilai investasi di Balikpapan meningkat pesat berkat pembangunan IKN Nusantara ,nilai investasi di balikpapan meningkat pesat berkat pembangunan ikn nusantara,"['nilai', 'investasi', 'di', 'balikpapan', 'meningkat', 'pesat', 'berkat', 'pembangunan', 'ikn', 'nusantara']","['nilai', 'investasi', 'balikpapan', 'meningkat', 'pesat', 'berkat', 'pembangunan', 'ikn', 'nusantara']","['nilai', 'investasi', 'balikpapan', 'meningkat', 'pesat', 'berkat', 'pembangunan', 'ikn', 'nusantara']",dainilahai idanvestasi dii balikepapaadan medainidangkeat pesat berkeat pembakdangkakakakakmssudtertawanadan ikedan danakakakakakmusadanantia httapis t colehbdirx2wflbeli,Neutral
Aelya1870183265,Wed May 15 22:38:33 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad surabaya jatim https://t.co/tr0Wpqt2ob,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad surabaya jatim ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad surabaya jatim,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'surabaya', 'jatim']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'surabaya', 'jatim']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'surabaya', 'jatim']",ikedan keebadantidake jelahskakakakakmuragadan badangsa medanakakakakakmujkakakakakmu idandiodaiinisia emas ikedan ikedatidakankakakakakmusadanantia idanvestasiikedan ikedanmsassajadiikekenal sebagaimukeadainidandiodaiinisia ekeodanomi prsaiyaadangforskakakakakmumbakr sadandira diewi tedan tertahkakakakakmuag samadia skakakakakmurabisaaiyaadanga ssajatim httapis t colehtr0wpkita2ob,Neutral
vernandouda,Wed May 15 22:36:40 +0000 2024,IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar sandra dewi ten hag Amad sumbar padang https://t.co/RsrEMKNXtH,IKN sebagai kebanggan bangsa menuju Indonesia emas       sandra dewi ten hag Amad sumbar padang ,ikn sebagai kebanggan bangsa menuju indonesia emas sandra dewi ten hag amad sumbar padang,"['ikn', 'sebagai', 'kebanggan', 'bangsa', 'menuju', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sumbar', 'padang']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sumbar', 'padang']","['ikn', 'kebanggan', 'bangsa', 'indonesia', 'emas', 'sandra', 'dewi', 'ten', 'hag', 'amad', 'sumbar', 'padang']",ikedan keebadantidake jelahskakakakakmuragadan badangsa medanakakakakakmujkakakakakmu idandiodaiinisia emas ikedan ikedatidakankakakakakmusadanantia idanvestasiikedan ikedanmsassajadiikekenal sebagaimukeadainidandiodaiinisia ekeodanomi prsaiyaadangforskakakakakmumbakr sadandira diewi tedan tertahkakakakakmuag samadia skakakakakmumbakr padiaadang httapis t colehrsreplyamkedanxth,Neutral
